MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,10:20,STTD,60.5,2,3.31%,0.0697,314.159,0.418478994,6,375.36,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,42,42,3.7,,,i,BSA. YOLO-07,DK,High sediment and low detritus.,sphere,16.21,,,,,,,,,,Length,3.1,3.1,3.7,2.4,3.7,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,10:20,STTD,60.5,2,3.31%,0.0697,314.159,0.418478994,6,375.36,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,7,7,7.4,,,i,BSA. YOLO-07,DK,High sediment and low detritus.,cone + half sphere,124.88,,,,,,,,,,Length,6.7,6.5,7.4,7.4,6.8,5.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.8,4.6,3.7,3.7,3.7,3.1,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,10:20,STTD,60.5,2,3.31%,0.0697,314.159,0.418478994,6,375.36,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,414,830,1,1,0.9,c,BSA. YOLO-07,DK,High sediment and low detritus.,sphere,0.27,0.38,0.18,0.18,0.18,0.11,0.52,0.27,0.18,0.11,Length,0.8,0.8,0.9,0.7,0.7,0.7,0.6,1.0,0.8,0.7,0.6,0.6,0.9,1.0,0.6,0.6,0.8,0.7,0.9,0.8,0.8,0.7,0.6,0.7,0.8,0.9
Phyto,11/2/2017,9:27,STTD,63.5,2,3.15%,0.0697,314.159,0.488225493,7,321.74,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,1,1,11.1,,,i,BSA. YOLO-08,DK,Moderate sediment and low detritus.,elliptic prism,90.32,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/2/2017,9:27,STTD,63.5,2,3.15%,0.0697,314.159,0.488225493,7,321.74,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,6.8,,,i,BSA. YOLO-08,DK,Moderate sediment and low detritus.,cylinder,134.37,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.8,6.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/2/2017,9:27,STTD,63.5,2,3.15%,0.0697,314.159,0.488225493,7,321.74,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,48,48,3.58,,,i,BSA. YOLO-08,DK,Moderate sediment and low detritus.,sphere,24.02,,,,,,,,,,Length,3.6,3.7,2.8,2.8,4.3,4.3,,,,,,,,,,,,,,,,,,,,
Phyto,11/2/2017,9:27,STTD,63.5,2,3.15%,0.0697,314.159,0.488225493,7,321.74,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,385,773,1,0.9,0.9,c,BSA. YOLO-08,DK,Moderate sediment and low detritus.,sphere,0.18,0.18,0.27,0.11,0.11,0.27,0.38,0.18,0.27,0.52,Length,0.7,0.7,0.7,0.8,0.6,0.6,0.8,0.9,0.7,0.8,1.0,0.6,0.6,0.8,0.9,0.8,0.7,0.6,0.7,0.8,0.9,0.6,0.7,0.8,0.8,0.7
Phyto,10/19/2017,11:39,BL5,61.0,2,3.28%,0.0697,314.159,0.69746499,10,225.21,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,13,,,i,BSA. YOLO-09,DK,Fragment. High sediment and moderate detritus. Many broken diatoms.,elliptic prism,143.55,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,11:39,BL5,61.0,2,3.28%,0.0697,314.159,0.69746499,10,225.21,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA. YOLO-09,DK,High sediment and moderate detritus. Many broken diatoms.,cylinder,159.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,11:39,BL5,61.0,2,3.28%,0.0697,314.159,0.69746499,10,225.21,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,37,,,i,BSA. YOLO-09,DK,High sediment and moderate detritus. Many broken diatoms.,elliptic prism,1999.89,,,,,,,,,,Length,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,11:39,BL5,61.0,2,3.28%,0.0697,314.159,0.69746499,10,225.21,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13,,,i,BSA. YOLO-09,DK,High sediment and moderate detritus. Many broken diatoms.,prism on parallelogram,45.70,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,11:39,BL5,61.0,2,3.28%,0.0697,314.159,0.69746499,10,225.21,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,63,63,3.04,,,i,BSA. YOLO-09,DK,High sediment and moderate detritus. Many broken diatoms.,sphere,14.71,,,,,,,,,,Length,3.0,2.8,2.8,3.7,3.1,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,11:39,BL5,61.0,2,3.28%,0.0697,314.159,0.69746499,10,225.21,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,14,14,8.5,,,i,BSA. YOLO-09,DK,High sediment and moderate detritus. Many broken diatoms.,cone + half sphere,251.57,,,,,,,,,,Length,8.5,8.0,8.0,9.3,8.0,9.3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.8,4.3,5.6,5.6,3.7,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,11:39,BL5,61.0,2,3.28%,0.0697,314.159,0.69746499,10,225.21,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,320,683,1,0.9,0.9,c,BSA. YOLO-09,DK,High sediment and moderate detritus. Many broken diatoms.,sphere,0.11,0.18,0.27,0.38,0.52,0.27,0.18,0.38,0.11,0.27,Length,0.8,0.6,0.7,0.8,0.9,1.0,0.8,0.7,0.9,0.6,0.8,0.7,0.9,0.6,0.7,0.9,0.6,0.7,0.8,0.8,0.6,0.7,0.8,0.9,0.8,0.7
Phyto,10/17/2018,10:48,SHR,62.5,4,6.40%,0.0697,314.159,0.627718491,9,125.12,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,3,3,10.06666667,,,i,BSA. YOLO-10,DK,Low sediment and detritus.,elliptic prism,62.09,,,,,,,,,,Length,10.1,9.3,9.8,11.1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,2.8,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.5,2.4,2.8,2.4,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2018,10:48,SHR,62.5,4,6.40%,0.0697,314.159,0.627718491,9,125.12,74,Amphora sp.,Diatom,Amphora,sp.,,1,1,9.3,,,i,BSA. YOLO-10,DK,Low sediment and detritus.,cymbelloid,52.77,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2018,10:48,SHR,62.5,4,6.40%,0.0697,314.159,0.627718491,9,125.12,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,6.5,,,i,BSA. YOLO-10,DK,Low sediment and detritus.,cylinder,132.73,,,,,,,,,,Length,4.0,3.7,4.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.5,5.6,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2018,10:48,SHR,62.5,4,6.40%,0.0697,314.159,0.627718491,9,125.12,278,Diatoma vulgaris,Diatom,Diatoma,vulgaris,,1,1,20.4,,,i,BSA. YOLO-10,DK,Low sediment and detritus.,elliptic prism,331.98,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2018,10:48,SHR,62.5,4,6.40%,0.0697,314.159,0.627718491,9,125.12,713,Nitzschia inconspicua,Diatom,Nitzschia,inconspicua,,1,1,9.3,,,i,BSA. YOLO-10,DK,Low sediment and detritus.,prism on parallelogram,73.98,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2018,10:48,SHR,62.5,4,6.40%,0.0697,314.159,0.627718491,9,125.12,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,17.9,,,i,BSA. YOLO-10,DK,Low sediment and detritus.,prism on parallelogram,40.81,,,,,,,,,,Length,17.9,17.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2018,10:48,SHR,62.5,4,6.40%,0.0697,314.159,0.627718491,9,125.12,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,42,42,3.2,,,i,BSA. YOLO-10,DK,Low sediment and detritus.,sphere,17.16,,,,,,,,,,Length,3.2,3.7,2.4,3.1,3.7,3.1,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2018,10:48,SHR,62.5,4,6.40%,0.0697,314.159,0.627718491,9,125.12,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,14,14,6.12,,,i,BSA. YOLO-10,DK,Low sediment and detritus.,cone + half sphere,93.94,,,,,,,,,,Length,6.1,7.4,5.0,6.1,5.6,6.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.5,4.3,2.8,3.7,2.8,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2018,10:48,SHR,62.5,4,6.40%,0.0697,314.159,0.627718491,9,125.12,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,339,683,1,1,0.9,c,BSA. YOLO-10,DK,Low sediment and detritus.,sphere,0.11,0.18,0.38,0.27,0.27,0.52,0.18,0.11,0.11,0.18,Length,0.7,0.6,0.7,0.9,0.8,0.8,1.0,0.7,0.6,0.6,0.7,0.6,0.9,0.8,0.8,0.6,1.0,0.8,0.9,0.7,0.7,0.6,0.8,0.7,0.6,0.8
Phyto,10/17/2018,10:48,SHR,62.5,4,6.40%,0.0697,314.159,0.627718491,9,125.12,1888,Peridinium quadridentatum,Soft Body,Peridinium,quadridentatum,,1,1,31.5,,,i,BSA. YOLO-10,DK,Low sediment and detritus.,ellipsoid,9483.34,,,,,,,,,,Length,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:51,RVB,62.0,5,8.06%,0.0697,314.159,0.557971992,8,112.61,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,1,1,9.3,,,i,BSA. YOLO-11,DK,Low sediment and detritus. ,elliptic prism,75.67,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:51,RVB,62.0,5,8.06%,0.0697,314.159,0.557971992,8,112.61,91,Aulacoseira granulata,Diatom,Aulacoseira,granulata,,1,1,9.3,,,i,BSA. YOLO-11,DK, Fragment. Low sediment and detritus.,cylinder,229.06,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:51,RVB,62.0,5,8.06%,0.0697,314.159,0.557971992,8,112.61,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,23.45,,,i,BSA. YOLO-11,DK,Low sediment and detritus. ,elliptic prism,517.90,,,,,,,,,,Length,23.5,22.8,24.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,14.8,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:51,RVB,62.0,5,8.06%,0.0697,314.159,0.557971992,8,112.61,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,21.75,,,i,BSA. YOLO-11,DK,Low sediment and detritus. ,prism on parallelogram,193.58,,,,,,,,,,Length,21.8,21.3,22.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.5,4.6,4.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.0,4.3,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:51,RVB,62.0,5,8.06%,0.0697,314.159,0.557971992,8,112.61,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,4,4,11.725,,,i,BSA. YOLO-11,DK,Low sediment and detritus. ,cylinder,750.41,,,,,,,,,,Length,7.0,5.6,7.4,8.0,6.8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.7,11.1,11.7,13.0,11.1,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:51,RVB,62.0,5,8.06%,0.0697,314.159,0.557971992,8,112.61,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,44,44,3.56,,,i,BSA. YOLO-11,DK,Low sediment and detritus. ,sphere,23.62,,,,,,,,,,Length,3.6,3.7,3.7,3.7,4.3,2.4,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:51,RVB,62.0,5,8.06%,0.0697,314.159,0.557971992,8,112.61,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,7,7,6.6,,,i,BSA. YOLO-11,DK,Low sediment and detritus. ,cone + half sphere,137.08,,,,,,,,,,Length,6.6,5.6,7.4,9.3,4.6,6.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.4,4.3,5.6,7.4,3.7,6.1,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:51,RVB,62.0,5,8.06%,0.0697,314.159,0.557971992,8,112.61,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,16.7,,,i,BSA. YOLO-11,DK,Low sediment and detritus. ,prolate spheroid,756.28,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:51,RVB,62.0,5,8.06%,0.0697,314.159,0.557971992,8,112.61,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9,,,i,BSA. YOLO-11,DK,Low sediment and detritus. ,cone + half sphere,314.91,,,,,,,,,,Length,9.0,9.3,8.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.9,6.1,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:51,RVB,62.0,5,8.06%,0.0697,314.159,0.557971992,8,112.61,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,374,748,1,1,0.9,c,BSA. YOLO-11,DK,Low sediment and detritus. ,sphere,0.11,0.27,0.27,0.18,0.38,0.52,0.11,0.11,0.18,0.18,Length,0.8,0.6,0.8,0.8,0.7,0.9,1.0,0.6,0.6,0.7,0.7,0.8,0.9,0.8,0.7,0.6,0.9,0.7,0.7,0.6,0.6,0.8,0.7,0.8,0.9,1.0
Phyto,10/19/2017,13:51,RVB,62.0,5,8.06%,0.0697,314.159,0.557971992,8,112.61,1888,Peridinium quadridentatum,Soft Body,Peridinium,quadridentatum,,1,1,35.2,,,i,BSA. YOLO-11,DK,Low sediment and detritus. ,ellipsoid,22771.45,,,,,,,,,,Length,35.2,35.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,35.2,35.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:00,RYI,61.5,4,6.50%,0.0697,314.159,0.627718491,9,125.12,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,17.85,,,i,BSA. YOLO-12,DK,Low sediment and detritus. ,prism on parallelogram,58.73,,,,,,,,,,Length,17.9,20.9,14.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,3.7,1.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.4,2.8,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:00,RYI,61.5,4,6.50%,0.0697,314.159,0.627718491,9,125.12,1007,Ulnaria ulna,Diatom,Ulnaria,ulna,,1,1,25,,,i,BSA. YOLO-12,DK,Low sediment and detritus. Fragment.,elliptic prism,490.87,,,,,,,,,,Length,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:00,RYI,61.5,4,6.50%,0.0697,314.159,0.627718491,9,125.12,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,48,48,3.08,,,i,BSA. YOLO-12,DK,Low sediment and detritus. ,sphere,15.30,,,,,,,,,,Length,3.1,1.9,3.7,2.4,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:00,RYI,61.5,4,6.50%,0.0697,314.159,0.627718491,9,125.12,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,9,9,8.4,,,i,BSA. YOLO-12,DK,Low sediment and detritus. ,cone + half sphere,240.88,,,,,,,,,,Length,8.4,9.3,9.3,8.0,8.0,7.4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.3,5.0,3.7,4.6,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2017,13:00,RYI,61.5,4,6.50%,0.0697,314.159,0.627718491,9,125.12,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,380,760,1,0.9,0.9,c,BSA. YOLO-12,DK,Low sediment and detritus. ,sphere,0.18,0.11,0.27,0.38,0.18,0.18,0.11,0.27,0.11,0.27,Length,0.8,0.7,0.6,0.8,0.9,0.7,0.7,0.6,0.8,0.6,0.8,1.0,0.7,0.9,0.9,0.8,0.7,0.7,0.6,0.7,0.8,0.8,0.6,0.7,0.9,0.8
Phyto,11/15/2017,10:00,STTD,61.0,2,3.28%,0.0697,314.159,0.627718491,9,250.24,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,9.3,,,i,BSA. YOLO-13,DK,Moderate sediment and low detritus. ,cylinder,229.99,,,,,,,,,,Length,4.2,4.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.4,9.3,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/15/2017,10:00,STTD,61.0,2,3.28%,0.0697,314.159,0.627718491,9,250.24,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,19.4,,,i,BSA. YOLO-13,DK,Moderate sediment and low detritus. ,prism on parallelogram,44.23,,,,,,,,,,Length,19.4,19.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/15/2017,10:00,STTD,61.0,2,3.28%,0.0697,314.159,0.627718491,9,250.24,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,60,60,4.3,,,i,BSA. YOLO-13,DK,Moderate sediment and low detritus. ,sphere,24.02,,,,,,,,,,Length,3.6,3.7,3.1,3.7,4.3,3.1,,,,,,,,,,,,,,,,,,,,
Phyto,11/15/2017,10:00,STTD,61.0,2,3.28%,0.0697,314.159,0.627718491,9,250.24,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,4,4,13,,,i,BSA. YOLO-13,DK,Moderate sediment and low detritus. ,cone + half sphere,571.21,,,,,,,,,,Length,11.2,9.3,13.0,13.0,9.3,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.4,6.5,5.6,7.4,6.1,,,,,,,,,,,,,,,,,,,,,
Phyto,11/15/2017,10:00,STTD,61.0,2,3.28%,0.0697,314.159,0.627718491,9,250.24,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,17,17,6.5,,,i,BSA. YOLO-13,DK,Moderate sediment and low detritus. ,cone + half sphere,78.52,,,,,,,,,,Length,5.8,5.6,5.6,6.5,4.6,6.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,3.7,3.1,3.7,3.1,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,11/15/2017,10:00,STTD,61.0,2,3.28%,0.0697,314.159,0.627718491,9,250.24,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,366,733,1,0.9,0.9,c,BSA. YOLO-13,DK,Moderate sediment and low detritus. ,sphere,0.38,0.18,0.27,0.27,0.18,0.11,0.11,0.52,0.11,0.27,Length,0.7,0.9,0.7,0.8,0.8,0.7,0.6,0.6,1.0,0.6,0.8,0.7,0.8,0.9,0.6,0.7,0.8,0.8,0.9,0.7,0.6,0.6,0.8,0.7,0.8,0.6
Phyto,11/1/2017,9:37,SHER,63.5,4,6.30%,0.0697,314.159,0.627718491,9,125.12,74,Amphora sp.,Diatom,Amphora,sp.,,2,2,11.4,,,i,BSA.YOLO-14,DK,Low sediment and detritus. ,cymbelloid,80.43,,,,,,,,,,Length,11.4,9.8,13.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.1,5.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.2,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/1/2017,9:37,SHER,63.5,4,6.30%,0.0697,314.159,0.627718491,9,125.12,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,14.8,,,i,BSA.YOLO-14,DK,Low sediment and detritus. ,elliptic prism,163.43,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
