Experiment,Location,Date,Cage.ID,Tag,Contents.Weight,Fullness,Digestion,Prey.Taxa,LH.Stage,Count,Taxa,Comments,
Cage Prototypes,RVR,2/25/2019,A,RA72,0.0018,4,5,Acanthocyclops sp.,adult,6,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RA72,0.0018,4,5,Acanthocyclops sp.,copepodid,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RA72,0.0018,4,5,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RA72,0.0018,4,5,Daphnia sp.,undetermined,14,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RC37,0.0056,4,5,Chironomidae,larva,1,Diptera,,
Cage Prototypes,RVR,2/25/2019,B,RC37,0.0056,4,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RC37,0.0056,4,5,Crangonyx sp. ,undetermined,1,Amphipoda,,
Cage Prototypes,RVR,2/25/2019,B,RC37,0.0056,4,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RC37,0.0056,4,5,Daphnia sp.,undetermined,11,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RC37,0.0056,4,5,Cladocera,undetermined,10,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RA76,0.004,4,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RA76,0.004,4,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RA76,0.004,4,5,Daphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RA76,0.004,4,5,Cladocera,undetermined,4,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RB75,0.0034,4,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RB75,0.0034,4,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RB75,0.0034,4,5,Osphranticum labronectum,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,B,RB75,0.0034,4,5,Cladocera,undetermined,5,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RB75,0.0034,4,5,Acanthocyclops sp.,copepodid,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RB75,0.0034,4,5,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RB75,0.0034,4,5,Daphnia sp.,undetermined,13,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RL05,0.0022,4,5,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,C,RL05,0.0022,4,5,Chironomidae,larva,1,Diptera,,
Cage Prototypes,RVR,2/25/2019,C,RL05,0.0022,4,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RL05,0.0022,4,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RL05,0.0022,4,5,Acanthocyclops sp.,copepodid,5,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RL05,0.0022,4,5,Daphnia sp.,undetermined,19,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RL05,0.0022,4,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RF93,0.0072,4,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RF93,0.0072,4,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RF93,0.0072,4,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RF93,0.0072,4,5,Chironomidae,pupae,1,Diptera,,
Cage Prototypes,RVR,2/25/2019,F,RF93,0.0072,4,5,Culicidae,larva,1,Other,,
Cage Prototypes,RVR,2/25/2019,F,RF93,0.0072,4,5,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,F,RF93,0.0072,4,5,Acanthocyclops sp.,adult,9,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RF93,0.0072,4,5,Acanthocyclops sp.,copepodid,5,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RF93,0.0072,4,5,Chydorus sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RF93,0.0072,4,5,Daphnia sp.,undetermined,29,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RF93,0.0072,4,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RC55,0.002,4,5,Eucyclops sp.,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RC55,0.002,4,5,Eurytemora affinis,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,E,RC55,0.002,4,5,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RC55,0.002,4,5,Acanthocyclops sp.,copepodid,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RC55,0.002,4,5,Daphnia sp.,undetermined,8,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RC42,0.0046,4,5,Simocephalus sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RC42,0.0046,4,5,Acanthocyclops sp.,adult,6,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RC42,0.0046,4,5,Acanthocyclops sp.,copepodid,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RC42,0.0046,4,5,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RC42,0.0046,4,5,Daphnia sp.,undetermined,20,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RJ83,0.004,5,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RJ83,0.004,5,5,Eucyclops sp.,undetermined,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RJ83,0.004,5,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RJ83,0.004,5,5,Cladocera,undetermined,11,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RJ83,0.004,5,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RJ83,0.004,5,5,Acanthocyclops sp.,copepodid,10,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RJ83,0.004,5,5,Bosmina sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RJ83,0.004,5,5,Daphnia sp.,undetermined,20,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RJ83,0.004,5,5,Diacyclops thomasi,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RF56,0.001,2,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RF56,0.001,2,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RF56,0.001,2,5,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,E,RF56,0.001,2,5,Osphranticum labronectum,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,E,RF56,0.001,2,5,Acanthocyclops sp.,adult,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RF56,0.001,2,5,Daphnia sp.,undetermined,5,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RF19,0.0014,4,5,Simocephalus sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RF19,0.0014,4,5,Sida sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RF19,0.0014,4,5,Acanthocyclops sp.,adult,4,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RF19,0.0014,4,5,Acanthocyclops sp.,copepodid,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RF19,0.0014,4,5,Daphnia sp.,undetermined,5,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RF22,0.0005,2,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RF22,0.0005,2,5,Daphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RF22,0.0005,2,5,Acanthocyclops sp.,adult,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RF22,0.0005,2,5,Acanthocyclops sp.,copepodid,8,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RF22,0.0005,2,5,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RF22,0.0005,2,5,Diacyclops thomasi,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RH26,0.0047,4,5,Diaptomidae,adult,2,Calanoida,,
Cage Prototypes,RVR,2/25/2019,E,RH26,0.0047,4,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RH26,0.0047,4,5,Insecta,undetermined,1,Other,,
Cage Prototypes,RVR,2/25/2019,E,RH26,0.0047,4,5,Cladocera,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RH26,0.0047,4,5,Acanthocyclops sp.,adult,11,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RH26,0.0047,4,5,Acanthocyclops sp.,copepodid,26,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RH26,0.0047,4,5,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RH26,0.0047,4,5,Daphnia sp.,undetermined,17,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RH26,0.0047,4,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RG68,0.0008,4,5,Simocephalus sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RG68,0.0008,4,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RG68,0.0008,4,5,Cladocera,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RG68,0.0008,4,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RG68,0.0008,4,5,Acanthocyclops sp.,copepodid,7,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RG68,0.0008,4,5,Daphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RG68,0.0008,4,5,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RH02,0.0014,4,5,Simocephalus sp.,undetermined,4,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RH02,0.0014,4,5,Eucyclops sp.,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RH02,0.0014,4,5,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,D,RH02,0.0014,4,5,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RH02,0.0014,4,5,Acanthocyclops sp.,copepodid,16,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RH02,0.0014,4,5,Daphnia sp.,undetermined,12,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RH02,0.0014,4,5,Diacyclops thomasi,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RH85,0.0035,4,5,Ceriodaphnia sp.,undetermined,6,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RH85,0.0035,4,5,Eucyclops sp.,undetermined,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RH85,0.0035,4,5,Simocephalus sp.,undetermined,7,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RH85,0.0035,4,5,Ostracoda,undetermined,1,Ostracoda,,
Cage Prototypes,RVR,2/25/2019,E,RH85,0.0035,4,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RH85,0.0035,4,5,Acanthocyclops sp.,copepodid,8,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RH85,0.0035,4,5,Daphnia sp.,undetermined,12,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RH85,0.0035,4,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RH85,0.0035,4,5,Cladocera,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RH85,0.0035,4,5,Tropocyclops sp. ,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RG55,0.0069,5,5,Simocephalus sp.,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RG55,0.0069,5,5,Osphranticum labronectum,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,F,RG55,0.0069,5,5,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,F,RG55,0.0069,5,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RG55,0.0069,5,5,Acanthocyclops sp.,copepodid,6,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RG55,0.0069,5,5,Daphnia sp.,undetermined,27,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RG55,0.0069,5,5,Cladocera,undetermined,15,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RG55,0.0069,5,5,Insecta,undetermined,1,Other,carapace,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RB38,0.0006,3,5,Alona sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RB38,0.0006,3,5,Corophiidae,juvenile,8,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RB38,0.0006,3,5,Eucyclops sp.,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RB38,0.0006,3,5,Crangonyx sp. ,undetermined,3,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RB38,0.0006,3,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RB38,0.0006,3,5,Pseudodiaptomus forbesi,adult,1,Calanoida,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RB38,0.0006,3,5,Chironomidae,larva,1,Diptera,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RB38,0.0006,3,5,Cyclopoida,copepodid,1,Cyclopoida,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RL19,0.0005,3,5,Alona sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RL19,0.0005,3,5,Corophiidae,juvenile,1,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RL19,0.0005,3,5,Eucyclops sp.,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RL19,0.0005,3,5,Crangonyx sp. ,undetermined,2,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RL19,0.0005,3,5,egg unidentified,egg,1,Other,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RL19,0.0005,3,5,plant seed,undetermined,1,Other,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RJ40,0,2,6,Corophiidae,juvenile,1,Amphipoda,,
Cage Prototypes,RVR,2/25/2019,D,RF51,0.0038,4,5,Simocephalus sp.,undetermined,4,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RF51,0.0038,4,5,Acanthocyclops sp.,adult,13,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RF51,0.0038,4,5,Acanthocyclops sp.,copepodid,4,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RF51,0.0038,4,5,Bosmina sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RF51,0.0038,4,5,Cyclopoida,copepodid,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RF51,0.0038,4,5,Daphnia sp.,undetermined,16,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RF51,0.0038,4,5,Cladocera,undetermined,5,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RF51,0.0038,4,5,plant matter,undetermined,1,Other,small stock,
Cage Prototypes,RVR,2/25/2019,D,RF51,0.0038,4,5,Amphipoda,undetermined,1,Amphipoda,body parts,
Cage Prototypes,DWSC,3/27/2019,A,RB67,0.0011,4,4,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RB67,0.0011,4,4,Acanthocyclops sp.,copepodid,4,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RB67,0.0011,4,4,Bosmina sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RB67,0.0011,4,4,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RB67,0.0011,4,4,Daphnia sp.,undetermined,4,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RB67,0.0011,4,4,Diacyclops thomasi,undetermined,3,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RB67,0.0011,4,4,Cladocera,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RB67,0.0011,4,4,Insecta,undetermined,1,Other,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,OO40,0.002,4,4,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,OO40,0.002,4,4,Hyallela azteca,undetermined,1,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,OO40,0.002,4,4,Crangonyx sp. ,undetermined,1,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,OO40,0.002,4,4,Chironomidae,adult,1,Diptera,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,OO40,0.002,4,4,Amphipoda,undetermined,1,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RB28,0.0003,3,5,Corophiidae,juvenile,1,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RB28,0.0003,3,5,Crangonyx sp. ,undetermined,3,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RK89,0.0013,3,5,Hyallela azteca,undetermined,1,Amphipoda,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RK89,0.0013,3,5,Sinocalanus doerrii,adult,1,Calanoida,,
Cage Prototypes,RVR,2/21/2019,FCCL Control,RK89,0.0013,3,5,Crangonyx sp. ,undetermined,2,Amphipoda,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Ceriodaphnia sp.,undetermined,2,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Diaptomidae,adult,5,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Harpacticoida,undetermined,2,Harpacticoda,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Acanthocyclops sp.,adult,13,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Acanthocyclops sp.,copepodid,49,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Eurytemora affinis,adult,12,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Sinocalanus doerrii,adult,4,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Bosmina sp.,undetermined,25,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Chydorus sp.,undetermined,10,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Daphnia sp.,undetermined,7,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Diacyclops thomasi,undetermined,27,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Calanoida,copepodid,22,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Cyclopoida,copepodid,33,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RB47,0.0036,4,4,Cladocera,undetermined,3,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RK69,0.0017,3,5,Diaptomidae,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RK69,0.0017,3,5,Alona sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RK69,0.0017,3,5,Acanthocyclops sp.,adult,2,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RK69,0.0017,3,5,Acanthocyclops sp.,copepodid,23,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RK69,0.0017,3,5,Eurytemora affinis,adult,4,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RK69,0.0017,3,5,Sinocalanus doerrii,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RK69,0.0017,3,5,Bosmina sp.,undetermined,3,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RK69,0.0017,3,5,Chydorus sp.,undetermined,6,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RK69,0.0017,3,5,Daphnia sp.,undetermined,5,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RK69,0.0017,3,5,Diacyclops thomasi,undetermined,5,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RK69,0.0017,3,5,Calanoida,copepodid,10,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RK69,0.0017,3,5,Cyclopoida,copepodid,5,Cyclopoida,,
