Date,SamplePeriod,Year,WYType,FlowPulseType,NetFlowDays,Month,StationCode,Region,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,Classification,Organism,Phylum,Class,Order,Family,Genus,Species,TaxonName,Taxlife,TaxonRank,CommonName,LifeStage,CPUEZoop,BPUE
11/10/2015,After,2015,C,NF,42,Nov,STTD,Transition,12.68,0.55,193,258,7.78,9.67,19.5,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Acanthocyclops vernalis adult,Species,Acanthocyclops vernalis,adult,1.23175433,4.138694547
10/2/2015,After,2015,C,NF,42,Oct,RD22,Upstream,20.1,0.22,701,636,7.92,4.58,38.9,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Acanthocyclops vernalis adult,Species,Acanthocyclops vernalis,adult,6.060435568,20.36306351
8/30/2017,During,2017,W,CA,12,Aug,LIS,Transition,24.7,0.18,327,329,8.09,6.7,54.2,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Acanthocyclops vernalis adult,Species,Acanthocyclops vernalis,adult,13.89699267,46.69389537
7/20/2017,Before,2017,W,CA,12,Jul,I80,Upstream,25.4,NA,782,777,8.19,6.4,76.9,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Acanthocyclops vernalis adult,Species,Acanthocyclops vernalis,adult,551.9456269,1854.537306
7/8/2016,Before,2016,BN,MA-SR,19,Jul,RD22,Upstream,23.79,0.17,783,802,8.14,5.36,62.1,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Acanthocyclops vernalis adult,Species,Acanthocyclops vernalis,adult,3066.9707,10305.02155
8/20/2019,Before,2019,W,MA-Ag,26,Aug,LIS,Transition,24.1,0.25,449,458,8.31,7.86,47.8,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Acanthocyclops vernalis adult,Species,Acanthocyclops vernalis,adult,7.932405745,26.6528833
11/8/2018,After,2018,BN,MA-Ag,30,Nov,STTD,Transition,14.4,0.52,174,218,8.29,9.07,16.2,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Acanthocyclops vernalis adult,Species,Acanthocyclops vernalis,adult,3.816475926,12.82335911
8/13/2018,Before,2018,BN,MA-Ag,30,Aug,STTD,Transition,23.9,0.5,NA,183,8.19,8.29,15.7,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Acanthocyclops vernalis adult,Species,Acanthocyclops vernalis,adult,30.99192349,104.1328629
8/5/2014,Before,2014,C,NF,15,Aug,LIB,Downstream,23.4,1.1,156,NA,7.39,9.05,6.58,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,195.117755,519.4034639
8/5/2014,Before,2014,C,NF,15,Aug,BL5,Downstream,21.1,0.47,165,NA,7.6,10.32,19.6,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,9.988789633,26.590158
8/5/2014,Before,2014,C,NF,15,Aug,STTD,Transition,22.5,0.14,199,NA,7.43,8.49,65.8,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,294.8397939,784.8635314
8/5/2014,Before,2014,C,NF,15,Aug,RVB,Downstream,23.6,0.9,169,NA,7.33,9.23,9.1,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi adult,Species,Pseudodiaptomus forbesi,adult,308.5494706,821.3586908
8/5/2014,Before,2014,C,NF,15,Aug,LIB,Downstream,23.4,1.1,156,NA,7.39,9.05,6.58,Calanoids,Pseudodiaptomus forbesi copepodid,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi copepodid,Species,Pseudodiaptomus forbesi,copepodid,2709.96882,3392.880963
8/5/2014,Before,2014,C,NF,15,Aug,RYI,Downstream,23.5,1.1,158,NA,7.51,8.85,6.6,Calanoids,Pseudodiaptomus forbesi copepodid,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi copepodid,Species,Pseudodiaptomus forbesi,copepodid,2286.118785,2862.220719
8/5/2014,Before,2014,C,NF,15,Aug,STTD,Transition,22.5,0.14,199,NA,7.43,8.49,65.8,Calanoids,Pseudodiaptomus forbesi copepodid,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi copepodid,Species,Pseudodiaptomus forbesi,copepodid,14152.31011,17718.69225
8/5/2014,Before,2014,C,NF,15,Aug,RVB,Downstream,23.6,0.9,169,NA,7.33,9.23,9.1,Calanoids,Pseudodiaptomus forbesi copepodid,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi copepodid,Species,Pseudodiaptomus forbesi,copepodid,6956.388065,8709.397858
8/5/2014,Before,2014,C,NF,15,Aug,BL5,Downstream,21.1,0.47,165,NA,7.6,10.32,19.6,Calanoids,Pseudodiaptomus forbesi copepodid,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi copepodid,Species,Pseudodiaptomus forbesi,copepodid,2147.589771,2688.782393
8/5/2014,Before,2014,C,NF,15,Aug,STTD,Transition,22.5,0.14,199,NA,7.43,8.49,65.8,Calanoids,Sinocalanus doerrii adult,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Sinocalanus,doerrii,Sinocalanus doerrii,Sinocalanus doerrii adult,Species,Sinocalanus doerrii,adult,221.1298454,754.7161624
10/16/2019,After,2019,W,MA-Ag,26,Oct,RVB,Downstream,16.1,2.3,109,131,7.45,8.77,4.7,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,1.372540156,1.372540156
8/4/2015,Before,2015,C,NF,42,Aug,I80,Upstream,22.57,0.41,718,753,7.72,2.11,19.9,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,28.5406491,28.5406491
8/22/2018,Before,2018,BN,MA-Ag,30,Aug,STTD,Transition,22.3,0.5,176,186,8.09,7.99,15.5,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,14.65252107,14.65252107
8/21/2018,Before,2018,BN,MA-Ag,30,Aug,RD22,Upstream,23,0.39,838,873,7.81,7.07,17.2,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,20.32811179,20.32811179
10/23/2014,After,2014,C,NF,15,Oct,BL5,Downstream,18,0.49,199,NA,6.84,8.65,20.4,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,31.25905654,31.25905654
8/20/2019,Before,2019,W,MA-Ag,26,Aug,I80,Upstream,22.9,0.15,603,629,8,5.81,75,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,115.8712672,115.8712672
9/13/2016,After,2016,BN,MA-SR,19,Sep,STTD,Transition,19.54,0.35,183,204,7.92,8.39,39.1,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,722.6363733,722.6363733
11/1/2018,After,2018,BN,MA-Ag,30,Nov,STTD,Transition,15.6,0.65,176,214,8.39,8.53,12,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,6.269673626,6.269673626
7/19/2017,Before,2017,W,CA,12,Jul,LIS,Transition,24.4,0.14,413,418,8.02,5.49,84.4,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,11.29375295,11.29375295
9/4/2018,During,2018,BN,MA-Ag,30,Sep,LIS,Transition,21.8,0.42,512,546,7.47,4.38,16,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,48.81373176,48.81373176
7/20/2016,During,2016,BN,MA-SR,19,Jul,RCS,Upstream,24.25,0.34,551,559,7.66,3.74,23.3,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,278.3512799,278.3512799
9/10/2014,During,2014,C,NF,15,Sep,RVB,Downstream,21.8,0.9,199,NA,7.24,8.47,7.6,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,29.31312852,29.31312852
10/2/2015,After,2015,C,NF,42,Oct,RD22,Upstream,20.1,0.22,701,636,7.92,4.58,38.9,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,96.96696909,96.96696909
8/21/2018,Before,2018,BN,MA-Ag,30,Aug,I80,Upstream,21.4,0.3,942,1013,7.84,4.96,28.9,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,27.32780776,27.32780776
9/13/2017,During,2017,W,CA,12,Sep,LIS,Transition,25.1,0.17,690,688,8.25,6.11,30.2,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,76.72222837,76.72222837
8/6/2019,Before,2019,W,MA-Ag,26,Aug,RMB,Upstream,26.6,0.23,588,571,7.64,4.48,28.4,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,197.3690243,197.3690243
10/15/2019,After,2019,W,MA-Ag,26,Oct,I80,Upstream,16.9,0.26,606,718,8.37,14.21,31.9,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,80.18034673,80.18034673
10/21/2014,After,2014,C,NF,15,Oct,RD22,Upstream,17.3,NA,568,NA,7.77,5.64,12.3,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,5.536697937,5.536697937
10/15/2019,After,2019,W,MA-Ag,26,Oct,LIS,Transition,17.2,0.21,269,316,7.93,7.61,31,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,28.91105425,28.91105425
8/18/2015,Before,2015,C,NF,42,Aug,LIB,Downstream,23.7,1.5,183,190,7.74,7.57,4.4,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,21.18082673,21.18082673
9/20/2017,After,2017,W,CA,12,Sep,STTD,Transition,20.4,0.35,170.4,186.8,7.72,7.97,14.7,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,162.9421309,162.9421309
9/4/2018,During,2018,BN,MA-Ag,30,Sep,RD22,Upstream,22.6,0.4,507,531,7.64,5.27,17.9,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,125.8536777,125.8536777
9/16/2015,During,2015,C,NF,42,Sep,I80,Upstream,21.06,0.29,587,635,7.72,4.3,27,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,143.0340644,143.0340644
8/17/2017,Before,2017,W,CA,12,Aug,RCS,Upstream,24.1,0.26,543,553,7.87,5.27,28.2,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,20.87869059,20.87869059
9/14/2016,After,2016,BN,MA-SR,19,Sep,RD22,Upstream,18.65,0.26,597,679,7.52,6.5,39.6,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,327.6831394,327.6831394
10/13/2015,After,2015,C,NF,42,Oct,RVB,Downstream,18.43,2.1,187,213,7.32,8.46,2.4,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,16.08947789,16.08947789
9/2/2015,During,2015,C,NF,42,Sep,I80,Upstream,22.98,0.41,636,662,7.56,3.18,42.4,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,115.2381979,115.2381979
9/2/2015,During,2015,C,NF,42,Sep,LIS,Transition,22.99,0.3,653,679,7.62,5.18,34.1,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,83.20948648,83.20948648
8/6/2014,Before,2014,C,NF,15,Aug,RD22,Upstream,24.1,0.4,692,NA,7.57,3.97,18.5,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,80.36459259,80.36459259
10/2/2015,After,2015,C,NF,42,Oct,RCS,Upstream,20.03,0.3,589,650,7.73,4.79,32.7,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,13.92538285,13.92538285
9/25/2014,After,2014,C,NF,15,Sep,RD22,Upstream,21.7,0.33,609,NA,7.2,7.18,22.8,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,10.11490495,10.11490495
9/24/2014,After,2014,C,NF,15,Sep,BL5,Downstream,20.3,0.3,218,NA,8.24,9.11,29.9,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,18.15910731,18.15910731
9/2/2015,During,2015,C,NF,42,Sep,RD22,Upstream,22.23,0.3,605,639,7.71,3.71,31.6,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,415.0805236,415.0805236
10/25/2018,After,2018,BN,MA-Ag,30,Oct,BL5,Downstream,16.4,2.1,152,182,8.7,9.5,4.5,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,14.17507795,14.17507795
8/31/2016,After,2016,BN,MA-SR,19,Aug,RD22,Upstream,21.86,0.24,774,824,7.61,5.81,48.8,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,145.7061152,145.7061152
9/19/2018,During,2018,BN,MA-Ag,30,Sep,BL5,Downstream,19.2,1.6,266.5,296.2,8.71,8.83,9.2,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,24.01282961,24.01282961
9/15/2015,During,2015,C,NF,42,Sep,LIB,Downstream,21.35,1.7,257,276,7.84,7.74,4.2,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,46.8035904,46.8035904
8/30/2016,After,2016,BN,MA-SR,19,Aug,STTD,Transition,20.56,0.19,177,193,7.83,8.5,60.7,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,284.0039569,284.0039569
10/1/2015,During,2015,C,NF,42,Oct,RYI,Downstream,20.26,1.5,227,250,7.77,7.37,6.08,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,31.90113446,31.90113446
7/8/2016,Before,2016,BN,MA-SR,19,Jul,RCS,Upstream,24.56,0.23,932,940,8.01,4.71,28.4,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,124.5865259,124.5865259
9/18/2019,During,2019,W,MA-Ag,26,Sep,BL5,Downstream,20.6,1.1,286,312,8.13,7.81,8.7,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,7.722458625,7.722458625
9/5/2018,During,2018,BN,MA-Ag,30,Sep,LIB,Downstream,20.9,1.9,165,179,7.86,8.27,3.5,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,19.47045047,19.47045047
10/13/2015,After,2015,C,NF,42,Oct,STTD,Transition,18.53,0.3,273,312,7.8,9.65,23.6,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,8.019618112,8.019618112
10/2/2019,After,2019,W,MA-Ag,26,Oct,STTD,Transition,17.8,0.5,292,338,8.46,8.72,16.4,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,6.792626878,6.792626878
8/2/2016,After,2016,BN,MA-SR,19,Aug,LIS,Transition,22.92,0.28,420,438,7.71,5.61,39.4,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,450.0973892,450.0973892
7/8/2016,Before,2016,BN,MA-SR,19,Jul,RD22,Upstream,23.79,0.17,783,802,8.14,5.36,62.1,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,306.69707,306.69707
9/10/2014,During,2014,C,NF,15,Sep,LIB,Downstream,20.9,0.8,192,NA,7.44,7.83,10.53,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,66.43575844,66.43575844
9/5/2018,During,2018,BN,MA-Ag,30,Sep,STTD,Transition,22.2,0.25,522,551,7.74,6.43,19.3,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,16.84133226,16.84133226
8/21/2014,Before,2014,C,NF,15,Aug,STTD,Transition,21.6,0.12,197,NA,7.76,7.97,48.7,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,49.64983069,49.64983069
8/31/2017,During,2017,W,CA,12,Aug,I80,Upstream,23.5,0.12,641,659,8.16,5.57,83.6,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,67.11462404,67.11462404
9/18/2018,During,2018,BN,MA-Ag,30,Sep,I80,Upstream,20.3,0.35,538,591,7.81,6.19,21,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,138.790046,138.790046
8/7/2018,Before,2018,BN,MA-Ag,30,Aug,I80,Upstream,22.7,0.25,721,754,7.83,5.1,30.6,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,87.13261879,87.13261879
8/4/2015,Before,2015,C,NF,42,Aug,LIS,Transition,23.2,0.28,270,280,8.04,7.38,58.5,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,4.236196658,4.236196658
9/18/2018,During,2018,BN,MA-Ag,30,Sep,RCS,Upstream,19.9,0.4,528,584,7.72,6.08,17.7,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,113.2701666,113.2701666
8/20/2014,Before,2014,C,NF,15,Aug,LIS,Transition,22.1,0.16,248,NA,8.13,8.15,67.2,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,187.2657941,187.2657941
8/7/2019,Before,2019,W,MA-Ag,26,Aug,LIB,Downstream,22.6,1.23,128,134,7.44,7.81,6.4,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,11.6194452,11.6194452
8/16/2016,After,2016,BN,MA-SR,19,Aug,LIS,Transition,23.04,0.21,308,320,7.91,6.86,59.8,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,121.6740186,121.6740186
11/2/2017,After,2017,W,CA,12,Nov,STTD,Transition,15.7,0.43,132,161,7.22,8.63,15.2,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,12.93040678,12.93040678
8/20/2019,Before,2019,W,MA-Ag,26,Aug,RMB,Upstream,24.2,0.22,529,538,7.71,5.12,34.5,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,43.39492555,43.39492555
10/9/2018,After,2018,BN,MA-Ag,30,Oct,I80,Upstream,18.9,0.32,543,615,7.9,6.8,20.3,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,79.64533232,79.64533232
7/8/2016,Before,2016,BN,MA-SR,19,Jul,I80,Upstream,21.55,0.18,822,880,8.77,10.26,87.4,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,139.6606636,139.6606636
10/1/2019,After,2019,W,MA-Ag,26,Oct,I80,Upstream,17.3,0.22,618,725,7.77,7.33,38.3,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,65.81352849,65.81352849
8/13/2018,Before,2018,BN,MA-Ag,30,Aug,STTD,Transition,23.9,0.5,NA,183,8.19,8.29,15.7,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,10.33064116,10.33064116
8/8/2018,Before,2018,BN,MA-Ag,30,Aug,BL5,Downstream,21,0.95,150,163,8.02,7.51,8.5,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,25.09044864,25.09044864
9/1/2015,During,2015,C,NF,42,Sep,RVB,Downstream,23.7,1.2,209,214,7.44,7.31,7,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,2.812448386,2.812448386
8/16/2016,After,2016,BN,MA-SR,19,Aug,STTD,Transition,23.23,0.18,207,214,7.66,7.69,53,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,150.3801074,150.3801074
8/6/2019,Before,2019,W,MA-Ag,26,Aug,RD22,Upstream,25.7,0.21,791,782,8.13,6.18,47.7,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,8.19681927,8.19681927
10/25/2018,After,2018,BN,MA-Ag,30,Oct,I80,Upstream,15.3,0.51,928,1144,7.94,8.5,14.7,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,163.7272829,163.7272829
7/20/2017,Before,2017,W,CA,12,Jul,RCS,Upstream,26.2,NA,680,665,7.83,4.02,43.7,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,93.38148536,93.38148536
9/19/2018,During,2018,BN,MA-Ag,30,Sep,STTD,Transition,20.5,0.4,595,652,7.89,6.77,22.1,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,7.75048382,7.75048382
8/6/2014,Before,2014,C,NF,15,Aug,LIS,Transition,24.6,0.18,264,NA,7.79,7.76,72.8,Cladocera,Alona,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alona,NA,Alona sp.,Alona sp. NA,Genus,Alona sp.,NA,47.213679,47.213679
