,Taxlife,Date,Year,Month,DateTime,Time,StationCode,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,FlowMeterSpeed,StartMeter,EndMeter,VolMeso,SubMeso,VolMicro,SubMicro,Subsample,OrganismID,Classification,Organism,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Genus,Species,TaxonName,TaxonRank,CommonName,LifeStage,Count,CPUEZoop,WYType,FlowPulseType,NetFlowDays,SamplePeriod,CarbonWeight,BPUE
52,Acanthocyclops vernalis adult,10/25/2018,2018,10,10/25/2018 7:43,11:43:00,I80,15.3,0.51,928,1144,7.94,8.5,14.7,Low,937716,938500,87,1.2,87,0.6,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,3,24.55909243,BN,MA-Ag,30,After,3.36,82.51855057
53,Acanthocyclops vernalis adult,10/6/2011,2011,10,10/6/2011 5:53,9:53:00,STTD,18.3,0.28,653,NA,8.01,6.93,NA,Regular,1011,1058,75,10,75,10,5,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,6.051557292,W,NF,63,During,3.36,20.3332325
54,Acanthocyclops vernalis adult,8/9/2018,2018,8,8/9/2018 5:05,9:05:00,SHR,20.3,0.9,124,137,7.56,8.56,8.3,Low,761169,763800,55,2.1,55,2.1,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,4,3.524939383,BN,MA-Ag,30,Before,3.36,11.84379633
55,Acanthocyclops vernalis adult,8/3/2016,2016,8,8/3/2016 5:23,9:23:00,RD22,24.93,0.26,809,810,7.61,5.5,53.4,Low,960476,961200,51,6,51,27,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,1.039320454,BN,MA-SR,19,After,3.36,3.492116727
56,Acanthocyclops vernalis adult,8/30/2018,2018,8,8/30/2018 8:28,12:28:00,BL5,19.8,1.15,164,182,8.06,8.43,9.5,Low,906290,907500,64,0.3,64,0.6,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,15.60782777,BN,MA-Ag,30,During,3.36,52.4423013
57,Acanthocyclops vernalis adult,7/26/2011,2011,7,7/26/2011 4:20,8:20:00,SHR,20.4,1.08,127,NA,7.92,9.68,NA,Regular,228056,229755,200,1,200,1,6,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,3.720138549,W,NF,63,Before,3.36,12.49966552
58,Acanthocyclops vernalis adult,6/1/2016,2016,6,6/1/2016 4:49,8:49:00,STTD,24.19,0.17,339,344,7.92,6.84,61.3,Regular,0,148,60,1,60,7,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,76.87113317,BN,MA-SR,19,Before,3.36,258.2870075
59,Acanthocyclops vernalis adult,8/21/2019,2019,8,8/21/2019 11:35,11:35:00,BL5,21.6,1.1,148,158,8.24,8.09,8.5,Low,935973,939500,68,0.4,68,2.5,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,2,8.5338022,W,MA-Ag,26,Before,3.36,28.67357539
60,Acanthocyclops vernalis adult,9/1/2015,2015,9,9/1/2015 6:38,10:38:00,STTD,23.88,0.25,723,739,7.89,6.03,49.5,Low,582026,584000,68,0.1,68,0.3,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,7,213.4661018,C,NF,42,During,3.36,717.2461022
61,Acanthocyclops vernalis adult,9/4/2018,2018,9,9/4/2018 9:10,13:10:00,RCS,22.2,0.37,495,522,7.67,5.49,16.9,Low,957663,959077,60,1,60,1.8,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,4,15.02556969,BN,MA-Ag,30,During,3.36,50.48591417
62,Acanthocyclops vernalis adult,8/6/2019,2019,8,8/6/2019 13:50,13:50:00,RD22,25.7,0.21,791,782,8.13,6.18,47.7,Low,934120,934444,45,1.5,45,1,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,2,16.39363854,W,MA-Ag,26,Before,3.36,55.0826255
63,Acanthocyclops vernalis adult,7/20/2017,2017,7,7/20/2017 5:17,9:17:00,RCS,26.2,NA,680,665,7.83,4.02,43.7,Low,990890,991680,50,0.6,50,0.6,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,2,18.67629707,W,CA,12,Before,3.36,62.75235816
64,Acanthocyclops vernalis adult,10/15/2019,2019,10,10/15/2019 9:20,9:20:00,RMB,15.6,0.39,455,554,7.51,7.35,17.5,Low,916723,917000,44,0.7,44,0.09,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,4,80.35334744,W,MA-Ag,26,After,3.36,269.9872474
65,Acanthocyclops vernalis adult,8/2/2017,2017,8,8/2/2017 9:09,13:09:00,RYI,23.3,1.8,120,124,7.57,7.98,3.4,Low,15596,17800,75,10,75,14,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,0.301244265,W,CA,12,Before,3.36,1.012180732
66,Acanthocyclops vernalis adult,9/4/2018,2018,9,9/4/2018 12:30,16:30:00,I80,23.2,0.37,519,537,7.67,5.25,22.1,Low,954366,956610,110,1.9,110,1.9,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,7,15.98760415,BN,MA-Ag,30,During,3.36,53.71834994
67,Acanthocyclops vernalis adult,9/7/2011,2011,9,9/7/2011 4:18,8:18:00,SHR,20.3,0.86,135,NA,8.19,9.58,NA,Regular,150000,154160,200,1,200,1,5,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,3,5.469676784,W,NF,63,During,3.36,18.37811399
68,Acanthocyclops vernalis adult,10/1/2019,2019,10,10/1/2019 8:56,8:56:00,RMB,19.2,0.28,512,575,7.59,7.07,32.6,Low,918486,918832,49,1,49,3,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,3,37.61060773,W,MA-Ag,26,After,3.36,126.371642
69,Acanthocyclops vernalis adult,8/31/2016,2016,8,8/31/2016 6:25,10:25:00,I80,21.56,0.2,684,732,7.94,5.49,58.3,Low,951481,952000,88,1,88,4,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,2,30.02025832,BN,MA-SR,19,After,3.36,100.868068
70,Acanthocyclops vernalis adult,7/13/2011,2011,7,7/13/2011 5:13,9:13:00,SHR,19.6,0.74,90,NA,8.03,9.17,NA,Regular,220179,221209,200,1,200,1,5,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,21,154.6378524,W,NF,63,Before,3.36,519.5831839
71,Acanthocyclops vernalis adult,7/26/2018,2018,7,7/26/2018 5:20,9:20:00,RCS,27.9,0.27,668,633,7.47,3.2,26.4,Low,961022,961936,42,1.2,42,3.3,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,4,13.55972728,BN,MA-Ag,30,Before,3.36,45.56068367
72,Acanthocyclops vernalis adult,10/25/2018,2018,10,10/25/2018 8:26,12:26:00,RYI,16.7,2.4,136,162,7.91,8.93,3.7,Low,590594,594062,50,0.5,50,0.9,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,2.552642679,BN,MA-Ag,30,After,3.36,8.576879403
73,Acanthocyclops vernalis adult,6/13/2016,2016,6,6/13/2016 4:53,8:53:00,SHR,20.1,1.2,93,102,6.98,9.54,9.4,Regular,0,4680,78,3,78,3,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,8,8.427353859,BN,MA-SR,19,Before,3.36,28.31590897
74,Acanthocyclops vernalis adult,9/20/2011,2011,9,9/20/2011 4:10,8:10:00,SHR,19.3,0.88,132,NA,8.12,9.46,NA,Regular,168000,172225,200,1,200,1,5,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,5,8.97587985,W,NF,63,During,3.36,30.1589563
75,Acanthocyclops vernalis adult,8/21/2018,2018,8,8/21/2018 5:43,9:43:00,RCS,22.9,0.4,540,563,7.64,5.61,18,Low,949801,951086,44,6,44,22,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,3,1.515614209,BN,MA-Ag,30,Before,3.36,5.092463742
76,Acanthocyclops vernalis adult,11/2/2017,2017,11,11/2/2017 5:27,9:27:00,STTD,15.7,0.43,132,161,7.22,8.63,15.2,Low,896916,898000,95,0.6,95,1.8,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,2,25.86081356,W,CA,12,After,3.36,86.89233358
77,Acanthocyclops vernalis adult,10/26/2018,2018,10,10/26/2018 5:01,9:01:00,SHR,15.9,NA,106,129,7.68,9.47,5.8,Low,582313,584314,65,12,65,18,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,5,1.198185725,BN,MA-Ag,30,After,3.36,4.025904037
78,Acanthocyclops vernalis adult,9/3/2019,2019,9,9/3/2019 11:18,11:18:00,LIS,24.4,0.22,533,540,7.86,4.51,39.5,Low,926687,928200,90,1.1,90,4,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,2,9.574365596,W,MA-Ag,26,During,3.36,32.1698684
79,Acanthocyclops vernalis adult,8/21/2019,2019,8,8/21/2019 10:55,10:55:00,LIB,21.7,1.2,133,142,7.87,8.61,5.7,Low,939600,943000,58,0.1,58,3,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,15.10143409,W,MA-Ag,26,Before,3.36,50.74081855
80,Acanthocyclops vernalis adult,8/31/2017,2017,8,8/31/2017 7:22,11:22:00,I80,23.5,0.12,641,659,8.16,5.57,83.6,Low,971191,972000,46,0.15,46,0.39,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,4,134.2292481,W,CA,12,During,3.36,451.0102735
81,Acanthocyclops vernalis adult,8/3/2016,2016,8,8/3/2016 9:12,13:12:00,I80,24.64,0.23,492,496,7.76,5.65,50.5,Low,959744,969500,81,1,81,6,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,26,19.10978013,BN,MA-SR,19,After,3.36,64.20886123
82,Acanthocyclops vernalis adult,9/20/2017,2017,9,9/20/2017 6:20,10:20:00,STTD,20.4,0.35,170.4,186.8,7.72,7.97,14.7,Low,933082,934500,87,0.5,87,0.9,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,2,21.72561745,W,CA,12,After,3.36,72.99807464
83,Acanthocyclops vernalis adult,8/10/2011,2011,8,8/10/2011 4:15,8:15:00,SHR,20.7,0.84,136,NA,7.72,8.89,NA,Regular,230030,231682,150,1,150,1,5,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,5,17.21690029,W,NF,63,Before,3.36,57.84878496
84,Acanthocyclops vernalis adult,9/3/2019,2019,9,9/3/2019 12:04,12:04:00,RD22,23.6,0.28,504,518,7.66,4.19,31.6,Low,925713,927000,58,1,58,3.6,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,3.989500848,W,MA-Ag,26,During,3.36,13.40472285
85,Acanthocyclops vernalis adult,8/17/2016,2016,8,8/17/2016 7:24,11:24:00,I80,23.26,0.22,671,695,8.07,5.96,49.5,Low,955467,956700,79,0.3,79,0.3,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,7,132.3457243,BN,MA-SR,19,After,3.36,444.6816336
86,Acanthocyclops vernalis adult,9/27/2018,2018,9,9/27/2018 7:36,11:36:00,BL5,20.4,1.4,233,256,8.37,8.68,3.3,Low,641579,644081,61,0.4,61,1.2,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,2,10.79149587,BN,MA-Ag,30,After,3.36,36.25942614
87,Acanthocyclops vernalis adult,10/9/2018,2018,10,10/9/2018 9:21,13:21:00,I80,18.9,0.32,543,615,7.9,6.8,20.3,Low,944028,944985,42,2,42,10,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,9,17.48312173,BN,MA-Ag,30,After,3.36,58.74328901
88,Acanthocyclops vernalis adult,10/14/2015,2015,10,10/14/2015 7:30,11:30:00,I80,21.11,0.25,823,889,8.06,4.76,36.9,Low,990821,992000,68,0.8,68,4.2,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,10,63.82256226,C,NF,42,After,3.36,214.4438092
89,Acanthocyclops vernalis adult,7/20/2016,2016,7,7/20/2016 7:22,11:22:00,RD22,23.77,0.38,566,569,7.93,4.02,44.9,Low,965186,965790,88,1.9,88,1.9,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,5,33.94151723,BN,MA-SR,19,During,3.36,114.0434979
90,Acanthocyclops vernalis adult,9/18/2018,2018,9,9/18/2018 6:47,10:47:00,RD22,19.4,0.46,521,583,7.7,5.71,16.1,Low,951806,953081,56,1.2,56,7.4,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,15,48.60231661,BN,MA-Ag,30,During,3.36,163.3037838
91,Acanthocyclops vernalis adult,10/17/2017,2017,10,10/17/2017 5:50,9:50:00,SHR,14.8,1.5,90,112,7.17,9.88,0.6,Low,920242,922800,82,5,82,5,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,4,2.270243361,W,CA,12,After,3.36,7.628017692
92,Acanthocyclops vernalis adult,8/6/2019,2019,8,8/6/2019 11:57,11:57:00,RCS,26.9,0.24,599,578,7.74,4.48,67.3,Low,934462,935251,58,5,58,9,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,1.301517767,W,MA-Ag,26,Before,3.36,4.373099697
93,Acanthocyclops vernalis adult,9/4/2018,2018,9,9/4/2018 5:26,9:26:00,LIS,21.8,0.42,512,546,7.47,4.38,16,Regular,951867,955969,66,0.5,66,1.7,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,6.10171647,BN,MA-Ag,30,During,3.36,20.50176734
94,Acanthocyclops vernalis adult,11/15/2011,2011,11,11/15/2011 3:07,8:07:00,SHR,12.5,1.3,102,NA,8.3,10.61,NA,Low,4703,5200,100,1,100,1,5,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,5,17.81200163,W,NF,63,After,3.36,59.84832549
95,Acanthocyclops vernalis adult,9/6/2018,2018,9,9/6/2018 5:26,9:26:00,SHR,19.9,1.3,140,155,7.59,8.54,5.7,Low,682887,686000,70,2.2,70,3.4,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,2,1.809653175,BN,MA-Ag,30,During,3.36,6.080434669
96,Acanthocyclops vernalis adult,9/20/2018,2018,9,9/20/2018 5:45,9:45:00,SHR,18,1.7,111,128,7.7,9.06,8,Low,648252,650600,84,2.8,84,2.8,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,2,2.262154552,BN,MA-Ag,30,During,3.36,7.600839293
97,Acanthocyclops vernalis adult,11/30/2011,2011,11,11/30/2011 3:00,8:00:00,SHR,11.5,0.72,121,NA,7.19,10.58,NA,Low,1417,2001,300,1,125,1,5,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,3,27.2853025,W,NF,63,After,3.36,91.67861641
98,Acanthocyclops vernalis adult,8/13/2018,2018,8,8/13/2018 8:00,12:00:00,BL5,22.4,0.9,NA,167,7.82,8.04,7,Low,752018,755000,74,0.2,74,0.5,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,10.98406767,BN,MA-Ag,30,Before,3.36,36.90646738
99,Acanthocyclops vernalis adult,9/13/2017,2017,9,9/13/2017 6:13,10:13:00,RD22,24.3,0.26,699,708,7.99,4.66,28.8,Low,968372,969846,97,0.3,97,6.3,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,3,58.25636274,W,CA,12,During,3.36,195.7413788
100,Acanthocyclops vernalis adult,11/10/2015,2015,11,11/10/2015 3:41,8:41:00,STTD,12.68,0.55,193,258,7.78,9.67,19.5,Low,969347,971000,46,2,46,3,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,1.23175433,C,NF,42,After,3.36,4.138694547
101,Acanthocyclops vernalis adult,10/2/2015,2015,10,10/2/2015 6:13,10:13:00,RD22,20.1,0.22,701,636,7.92,4.58,38.9,Low,971773,973000,56,2,56,2,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,3,6.060435568,C,NF,42,After,3.36,20.36306351
102,Acanthocyclops vernalis adult,11/30/2011,2011,11,11/30/2011 4:50,9:50:00,STTD,10.8,0.28,389,NA,7.64,7.73,NA,Low,0,4250,300,1,150,1,5,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,1,1.249773856,W,NF,63,After,3.36,4.199240155
103,Acanthocyclops vernalis adult,7/13/2011,2011,7,7/13/2011 7:00,11:00:00,STTD,22.6,0.21,546,NA,8.1,6.6,NA,Regular,221230,228010,2000,1,2000,1,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,86,4810.303751,W,NF,63,Before,3.36,16162.6206
